ts_code,end_date,bz_item
600000.SH,20220630,利息收入:发放贷款及垫款:公司贷款业务(产品)
600000.SH,20220630,非利息收入:手续费及佣金收入:投行业务手续费(产品)
600000.SH,20220630,利息收入:买入返售金融资产(产品)
600000.SH,20220630,利息收入:拆出资金(产品)
600000.SH,20220630,利息收入:发放贷款及垫款:票据贴现业务(产品)
600000.SH,20220630,非利息收入:手续费及佣金收入:担保承诺业务(产品)
600000.SH,20220630,非利息收入:手续费及佣金收入:代理委托业务(产品)
600000.SH,20220630,非利息收入:手续费及佣金收入:结算业务(产品)
600000.SH,20220630,利息收入:其他债权投资(产品)
600000.SH,20220630,利息收入:债权投资(产品)
600000.SH,20220630,非利息收入:手续费及佣金收入:银行卡业务(产品)
600000.SH,20220630,非利息收入:手续费及佣金收入:托管及其他受托业务(产品)
600000.SH,20220630,利息收入:存放中央银行款项(产品)
600000.SH,20220630,利息收入:存放同业和其他金融机构款项(产品)
600000.SH,20220630,利息收入:发放贷款及垫款:个人贷款业务(产品)
600000.SH,20220630,非利息收入:手续费及佣金收入:其他(产品)
600000.SH,20211231,利息收入:拆出资金(产品)
600000.SH,20211231,非利息收入:手续费及佣金收入:代理委托业务(产品)
600000.SH,20211231,非利息收入:手续费及佣金收入:托管及其他受托业务(产品)
600000.SH,20211231,利息收入:发放贷款及垫款:公司贷款业务(产品)
600000.SH,20211231,利息收入:买入返售金融资产(产品)
600000.SH,20211231,非利息收入:手续费及佣金收入:其他(产品)
600000.SH,20211231,利息收入:存放同业和其他金融机构款项(产品)
600000.SH,20211231,利息收入:发放贷款及垫款:个人贷款业务(产品)
600000.SH,20211231,非利息收入:手续费及佣金收入:投行业务手续费(产品)
600000.SH,20211231,利息收入:存放中央银行款项(产品)
600000.SH,20211231,利息收入:债权投资(产品)
600000.SH,20211231,非利息收入:手续费及佣金收入:银行卡业务(产品)
600000.SH,20211231,利息收入:发放贷款及垫款:票据贴现业务(产品)
600000.SH,20211231,非利息收入:手续费及佣金收入:结算业务(产品)
600000.SH,20211231,非利息收入:手续费及佣金收入:担保承诺业务(产品)
600000.SH,20211231,利息收入:其他债权投资(产品)
600000.SH,20210630,非利息收入:手续费及佣金收入:结算业务(产品)
600000.SH,20210630,利息收入:其他债权投资(产品)
600000.SH,20210630,非利息收入:手续费及佣金收入:担保承诺业务(产品)
600000.SH,20210630,非利息收入:手续费及佣金收入:代理委托业务(产品)
600000.SH,20210630,利息收入:发放贷款及垫款:个人贷款业务(产品)
600000.SH,20210630,利息收入:债权投资(产品)
600000.SH,20210630,利息收入:拆出资金(产品)
600000.SH,20210630,非利息收入:手续费及佣金收入:投行业务手续费(产品)
600000.SH,20210630,非利息收入:手续费及佣金收入:托管及其他受托业务(产品)
600000.SH,20210630,利息收入:发放贷款及垫款:票据贴现业务(产品)
600000.SH,20210630,非利息收入:手续费及佣金收入:银行卡业务(产品)
600000.SH,20210630,非利息收入:手续费及佣金收入:其他(产品)
600000.SH,20210630,利息收入:买入返售金融资产(产品)
600000.SH,20210630,利息收入:发放贷款及垫款:公司贷款业务(产品)
600000.SH,20210630,利息收入:存放同业和其他金融机构款项(产品)
600000.SH,20210630,利息收入:存放中央银行款项(产品)
600000.SH,20201231,利息收入:发放贷款及垫款:个人贷款业务(产品)
600000.SH,20201231,非利息收入:手续费及佣金收入:托管及其他受托业务(产品)
600000.SH,20201231,利息收入:存放中央银行款项(产品)
600000.SH,20201231,利息收入:发放贷款及垫款:公司贷款业务(产品)
600000.SH,20201231,利息收入:买入返售金融资产(产品)
600000.SH,20201231,利息收入:存放同业和其他金融机构款项(产品)
600000.SH,20201231,利息收入:债权投资(产品)
600000.SH,20201231,利息收入:债权投资(产品)
600000.SH,20201231,利息收入:买入返售金融资产(产品)
600000.SH,20201231,利息收入:存放同业和其他金融机构款项(产品)
600000.SH,20201231,利息收入:拆出资金(产品)
600000.SH,20201231,利息收入:其他债权投资(产品)
600000.SH,20201231,利息收入:发放贷款及垫款:个人贷款业务(产品)
600000.SH,20201231,利息收入:发放贷款及垫款:票据贴现业务(产品)
600000.SH,20201231,利息收入:发放贷款及垫款:公司贷款业务(产品)
600000.SH,20201231,利息收入:拆出资金(产品)
600000.SH,20201231,非利息收入:手续费及佣金收入:投行业务手续费(产品)
600000.SH,20201231,非利息收入:手续费及佣金收入:结算业务(产品)
600000.SH,20201231,非利息收入:手续费及佣金收入:其他(产品)
600000.SH,20201231,非利息收入:手续费及佣金收入:代理委托业务(产品)
600000.SH,20201231,利息收入:其他债权投资(产品)
600000.SH,20201231,非利息收入:手续费及佣金收入:银行卡业务(产品)
600000.SH,20201231,非利息收入:手续费及佣金收入:其他(产品)
600000.SH,20201231,非利息收入:手续费及佣金收入:托管及其他受托业务(产品)
600000.SH,20201231,非利息收入:手续费及佣金收入:结算业务(产品)
600000.SH,20201231,非利息收入:手续费及佣金收入:投行业务手续费(产品)
600000.SH,20201231,非利息收入:手续费及佣金收入:代理委托业务(产品)
600000.SH,20201231,非利息收入:手续费及佣金收入:银行卡业务(产品)
600000.SH,20201231,非利息收入:手续费及佣金收入:担保承诺业务(产品)
600000.SH,20201231,利息收入:存放中央银行款项(产品)
600000.SH,20201231,非利息收入:手续费及佣金收入:担保承诺业务(产品)
600000.SH,20201231,利息收入:发放贷款及垫款:票据贴现业务(产品)
600000.SH,20200630,非利息收入:手续费及佣金收入:其他(产品)
600000.SH,20200630,非利息收入:手续费及佣金收入:托管及其他受托业务(产品)
600000.SH,20200630,非利息收入:手续费及佣金收入:代理委托业务(产品)
600000.SH,20200630,非利息收入:手续费及佣金收入:结算业务(产品)
600000.SH,20200630,利息收入:发放贷款及垫款:个人贷款业务(产品)
600000.SH,20200630,利息收入:发放贷款及垫款:公司贷款业务(产品)
600000.SH,20200630,非利息收入:手续费及佣金收入:担保承诺业务(产品)
600000.SH,20200630,非利息收入:手续费及佣金收入:投行业务手续费(产品)
600000.SH,20200630,非利息收入:手续费及佣金收入:银行卡业务(产品)
600000.SH,20200630,利息收入:其他(产品)
600000.SH,20200630,利息收入:存放同业和其他金融机构款项(产品)
600000.SH,20200630,利息收入:买入返售金融资产(产品)
600000.SH,20200630,利息收入:租赁业务(产品)
600000.SH,20200630,利息收入:拆出资金(产品)
600000.SH,20200630,利息收入:存放中央银行款项(产品)
600000.SH,20200630,利息收入:其他债权投资(产品)
600000.SH,20200630,利息收入:债权投资(产品)
600000.SH,20200630,利息收入:发放贷款及垫款:票据贴现业务(产品)
600000.SH,20191231,利息收入:其他债权投资(产品)
600000.SH,20191231,非利息收入:手续费及佣金收入:托管及其他受托业务(产品)
600000.SH,20191231,利息收入:拆出资金(产品)
600000.SH,20191231,非利息收入:手续费及佣金收入:银行卡业务(产品)
600000.SH,20191231,非利息收入:手续费及佣金收入:其他(产品)
600000.SH,20191231,利息收入:租赁业务(产品)
600000.SH,20191231,利息收入:债权投资(产品)
600000.SH,20191231,利息收入:其他(产品)
600000.SH,20191231,利息收入:买入返售金融资产(产品)
600000.SH,20191231,非利息收入:手续费及佣金收入:结算业务(产品)
600000.SH,20191231,利息收入:存放中央银行款项(产品)
600000.SH,20191231,非利息收入:手续费及佣金收入:代理委托业务(产品)
600000.SH,20191231,利息收入:发放贷款及垫款:个人贷款业务(产品)
600000.SH,20191231,非利息收入:手续费及佣金收入:投行业务手续费(产品)
600000.SH,20191231,利息收入:存放同业和其他金融机构款项(产品)
600000.SH,20191231,利息收入:发放贷款及垫款:公司贷款业务(产品)
600000.SH,20191231,利息收入:发放贷款及垫款:票据贴现业务(产品)
600000.SH,20191231,非利息收入:手续费及佣金收入:担保承诺业务(产品)
600000.SH,20190630,利息收入:债权投资(产品)
600000.SH,20190630,非利息收入:手续费及佣金收入:投行业务手续费(产品)
600000.SH,20190630,利息收入:买入返售金融资产(产品)
600000.SH,20190630,非利息收入:手续费及佣金收入:代理委托业务(产品)
600000.SH,20190630,非利息收入:手续费及佣金收入:银行卡业务(产品)
600000.SH,20190630,利息收入:租赁业务(产品)
600000.SH,20190630,利息收入:其他债权投资(产品)
600000.SH,20190630,利息收入:其他债权投资(产品)
600000.SH,20190630,利息收入:其他(产品)
600000.SH,20190630,利息收入:存放同业和其他金融机构款项(产品)
600000.SH,20190630,利息收入:发放贷款及垫款:公司贷款业务(产品)
600000.SH,20190630,利息收入:存放中央银行款项(产品)
600000.SH,20190630,利息收入:发放贷款及垫款:票据贴现业务(产品)
600000.SH,20190630,利息收入:债权投资(产品)
600000.SH,20190630,利息收入:发放贷款及垫款:个人贷款业务(产品)
600000.SH,20190630,利息收入:拆出资金(产品)
600000.SH,20190630,非利息收入:手续费及佣金收入:其他(产品)
600000.SH,20190630,非利息收入:手续费及佣金收入:结算业务(产品)
600000.SH,20190630,非利息收入:手续费及佣金收入:托管及其他受托业务(产品)
600000.SH,20190630,非利息收入:手续费及佣金收入:担保承诺业务(产品)
600000.SH,20181231,利息收入:发放贷款及垫款:公司贷款业务(产品)
600000.SH,20181231,非利息收入:手续费及佣金收入:托管及其他受托业务(产品)
600000.SH,20181231,非利息收入:手续费及佣金收入:投行业务手续费(产品)
600000.SH,20181231,利息收入:债券投资(产品)
600000.SH,20181231,非利息收入:手续费及佣金收入:其他(产品)
600000.SH,20181231,非利息收入:手续费及佣金收入:结算业务(产品)
600000.SH,20181231,利息收入:拆出资金(产品)
600000.SH,20181231,利息收入:买入返售金融资产(产品)
600000.SH,20181231,利息收入:存放同业和其他金融机构款项(产品)
600000.SH,20181231,非利息收入:手续费及佣金收入:银行卡业务(产品)
600000.SH,20181231,非利息收入:手续费及佣金收入:代理委托业务(产品)
600000.SH,20181231,利息收入:发放贷款及垫款:个人贷款业务(产品)
600000.SH,20181231,利息收入:发放贷款及垫款:票据贴现业务(产品)
600000.SH,20181231,利息收入:存放中央银行款项(产品)
600001.SH,20090630,钢材、钢坯
600001.SH,20090630,化产品等
600001.SH,20090630,钢材钢坯
600001.SH,20081231,钢材、钢坯
600001.SH,20081231,钢材钢坯
600001.SH,20081231,化产品等
600001.SH,20080630,钢材、钢坯
600001.SH,20080630,化产品等
600001.SH,20080630,钢材钢坯
600001.SH,20071231,钢材、钢坯
600001.SH,20071231,钢材钢坯
600001.SH,20071231,化产品等
600001.SH,20070630,棒材
600001.SH,20070630,其他业务
600001.SH,20070630,2007中报、2006中报分产品
600001.SH,20070630,其他
600001.SH,20070630,板材
600001.SH,20061231,钢材钢坯
600001.SH,20061231,钢材、钢坯
600001.SH,20061231,化产品等
600001.SH,20060630,其他
600001.SH,20060630,棒材
600001.SH,20060630,板材
600001.SH,20060630,2007中报、2006中报分产品
600001.SH,20051231,板材
600001.SH,20051231,棒材
600001.SH,20050630,板材
600001.SH,20050630,棒材
600001.SH,20041231,钢坯、钢材
600001.SH,20041231,化产品等
600001.SH,20040630,化产品等
600001.SH,20040630,钢坯、钢材、烧结矿
600001.SH,20031231,钢坯、钢材、烧结矿
600001.SH,20031231,化产品等
600001.SH,20030630,钢坯、钢材、烧结矿
600001.SH,20030630,化产品等
600001.SH,20021231,化产品等
600001.SH,20021231,钢坯、钢材、烧结矿
600001.SH,20011231,钢坯、钢材、烧结矿
600001.SH,20011231,化产品等
600004.SH,20220630,其他延伸服务
600004.SH,20220630,设备维护
600004.SH,20220630,广告业务收入
600004.SH,20220630,信息技术服务
600004.SH,20220630,地面运输业务收入
600004.SH,20220630,航空服务收入
600004.SH,20220630,地勤服务
600004.SH,20220630,内部抵销
600004.SH,20220630,贵宾服务
600004.SH,20220630,航空配餐服务收入
600004.SH,20211231,内部抵销
600004.SH,20211231,航空服务收入
600004.SH,20211231,地面运输业务收入
600004.SH,20211231,航空配餐服务收入
600004.SH,20211231,其他延伸服务收入
600004.SH,20211231,其他延伸服务
600004.SH,20211231,贵宾服务
600004.SH,20211231,地勤服务
600004.SH,20211231,广告业务收入
600004.SH,20211231,信息技术服务
600004.SH,20211231,设备维护
600004.SH,20210630,其他延伸服务收入
600004.SH,20210630,其他延伸服务收入
600004.SH,20210630,内部抵销
600004.SH,20210630,地面运输业务收入
600004.SH,20210630,地面运输业务收入
600004.SH,20210630,其他延伸服务
600004.SH,20210630,航空配餐服务收入
600004.SH,20210630,广告业务收入
600004.SH,20210630,地面运输业务收入
600004.SH,20210630,贵宾服务
600004.SH,20210630,航空服务收入
600004.SH,20210630,信息技术服务
600004.SH,20210630,设备维护
600004.SH,20210630,其他延伸服务收入
600004.SH,20210630,内部抵销
600004.SH,20210630,内部抵销
600004.SH,20210630,航空服务收入
600004.SH,20210630,航空服务收入
600004.SH,20210630,地勤服务
600004.SH,20201231,航空服务收入
600004.SH,20201231,内部抵销
600004.SH,20201231,内部抵销
600004.SH,20201231,航空服务收入
600004.SH,20201231,其他延伸服务
600004.SH,20201231,航空配餐服务收入
600004.SH,20201231,设备维护
600004.SH,20201231,其他延伸服务收入
600004.SH,20201231,地面运输业务收入
600004.SH,20201231,广告业务收入
600004.SH,20201231,内部抵销
600004.SH,20201231,贵宾服务
600004.SH,20201231,地面运输业务收入
600004.SH,20201231,地面运输业务收入
600004.SH,20201231,航空服务收入
600004.SH,20201231,地勤服务
600004.SH,20201231,信息技术服务
600004.SH,20200630,设备维护
600004.SH,20200630,内部抵销
600004.SH,20200630,航空服务收入
600004.SH,20200630,航空服务收入
600004.SH,20200630,贵宾服务
600004.SH,20200630,内部抵销
600004.SH,20200630,广告业务收入
600004.SH,20200630,其他延伸服务收入
600004.SH,20200630,航空配餐服务收入
600004.SH,20200630,其他延伸服务
600004.SH,20200630,地勤服务
600004.SH,20200630,其他延伸服务收入
600004.SH,20200630,信息技术服务
600004.SH,20200630,其他延伸服务收入
600004.SH,20200630,地面运输业务收入
600004.SH,20200630,地面运输业务收入
600004.SH,20200630,内部抵销
600004.SH,20200630,航空服务收入
600004.SH,20200630,地面运输业务收入
600004.SH,20191231,设备维护
600004.SH,20191231,贵宾服务
600004.SH,20191231,其他延伸服务
600004.SH,20191231,其他延伸服务收入
600004.SH,20191231,内部抵销
600004.SH,20191231,地勤服务
600004.SH,20191231,内部抵销
600004.SH,20191231,信息技术服务
600004.SH,20191231,地面运输业务收入
600004.SH,20191231,航空配餐服务收入
600004.SH,20191231,内部抵销
600004.SH,20191231,航空服务收入
600004.SH,20191231,广告业务收入
600004.SH,20190630,航空配餐服务收入
600004.SH,20190630,地面运输业务收入
600004.SH,20190630,广告业务收入
600004.SH,20190630,其他延伸服务
600004.SH,20190630,内部抵销
600004.SH,20190630,其他延伸服务收入
600004.SH,20190630,航空服务收入
600004.SH,20190630,地面运输业务收入
600004.SH,20190630,设备维护
600004.SH,20190630,内部抵销
600004.SH,20190630,地面运输业务收入
600004.SH,20190630,其他延伸服务收入
600004.SH,20190630,内部抵销
600004.SH,20190630,地勤服务
600004.SH,20190630,其他延伸服务收入
600004.SH,20190630,信息技术服务
600004.SH,20190630,贵宾服务
600004.SH,20181231,地勤服务
600004.SH,20181231,广告业务收入
600004.SH,20181231,航空服务收入
600004.SH,20181231,内部抵销
600004.SH,20181231,其他延伸服务
600004.SH,20181231,航空配餐服务收入
600004.SH,20181231,地面运输业务收入
600004.SH,20181231,地面运输业务收入
600004.SH,20181231,内部抵销
600004.SH,20181231,贵宾服务
600004.SH,20181231,信息技术服务
600004.SH,20181231,其他延伸服务收入
600004.SH,20181231,地面运输业务收入
600004.SH,20181231,设备维护
600004.SH,20181231,内部抵销
600004.SH,20180630,内部抵销
600004.SH,20180630,其他延伸服务
600004.SH,20180630,分部间抵销
600004.SH,20180630,航空配餐服务收入
600004.SH,20180630,地面运输业务收入
600004.SH,20180630,信息技术服务
600004.SH,20180630,贵宾服务
600004.SH,20180630,二号航站楼
600004.SH,20180630,航空服务收入
600004.SH,20180630,广告业务收入
600004.SH,20180630,设备维护
600004.SH,20180630,其他延伸服务收入
600004.SH,20180630,地勤服务
600004.SH,20171231,其他延伸服务
600004.SH,20171231,广告业务收入
600004.SH,20171231,地面运输业务收入
600004.SH,20171231,其他延伸服务收入
600004.SH,20171231,内部抵销
600004.SH,20171231,航空性延伸服务收入
600004.SH,20171231,设备维护
600004.SH,20171231,地勤服务
600004.SH,20171231,航空服务收入
600004.SH,20171231,信息技术服务
600004.SH,20171231,航空配餐服务收入
600004.SH,20171231,贵宾服务
600004.SH,20171231,分部间抵销
600004.SH,20170630,地面运输业务收入
600004.SH,20170630,贵宾服务
600004.SH,20170630,航空服务收入
600005.SH,20160630,冷轧产品
600005.SH,20160630,热轧产品
600005.SH,20160630,其他业务
600005.SH,20151231,冷轧产品
600005.SH,20151231,热轧产品
600005.SH,20151231,其他业务
600005.SH,20150630,热轧产品
600005.SH,20150630,冷轧产品
600005.SH,20150630,其他业务
600005.SH,20141231,冷轧产品
600005.SH,20141231,热轧产品
600005.SH,20141231,其他业务
600005.SH,20140630,冷轧产品
600005.SH,20140630,热轧产品
600005.SH,20140630,其他业务
600005.SH,20131231,冷轧产品
600005.SH,20131231,热轧产品
600005.SH,20131231,其他业务
600005.SH,20130630,热轧产品
600005.SH,20130630,冷轧产品
600005.SH,20130630,其他业务
600005.SH,20121231,冷轧产品
600005.SH,20121231,热轧产品
600005.SH,20121231,其他业务
600005.SH,20120630,冷轧产品
600005.SH,20120630,热轧产品
600005.SH,20120630,其他业务
600005.SH,20111231,冷轧产品
600005.SH,20111231,热轧产品
600005.SH,20111231,其他业务
600005.SH,20110630,冷轧产品
600005.SH,20110630,热轧产品
600005.SH,20110630,其他业务
600005.SH,20101231,冷轧产品
600005.SH,20101231,热轧产品
600005.SH,20101231,其他业务
600005.SH,20100630,冷轧产品
600005.SH,20100630,热轧产品
600005.SH,20100630,其他业务
600005.SH,20091231,冷轧产品
600005.SH,20091231,热轧产品
600005.SH,20090630,冷轧产品
600005.SH,20090630,热轧产品
600005.SH,20081231,热轧产品
600005.SH,20081231,冷轧产品
600005.SH,20080630,其他
600005.SH,20080630,热轧产品
600005.SH,20080630,冷轧产品
600005.SH,20071231,冷轧产品
600005.SH,20071231,其他
600005.SH,20071231,热轧产品
600005.SH,20070630,线材产品
600005.SH,20070630,棒材产品
600005.SH,20070630,型材产品
600005.SH,20070630,冷轧产品
600005.SH,20070630,热轧产品
600005.SH,20070630,轧板产品
600005.SH,20070630,硅钢产品
600005.SH,20070630,其他业务
600005.SH,20070630,其他
600005.SH,20061231,冷轧产品
600005.SH,20061231,其他
600005.SH,20061231,线材产品
600005.SH,20061231,轧板产品
600005.SH,20061231,棒材产品
600005.SH,20061231,硅钢产品
600005.SH,20061231,型材产品
600005.SH,20061231,热轧产品
600005.SH,20060630,其他
600005.SH,20060630,型材产品
600005.SH,20060630,硅钢产品
600005.SH,20060630,棒材产品
600005.SH,20060630,轧板产品
600005.SH,20060630,热轧产品
600005.SH,20060630,线材产品
600005.SH,20060630,冷轧产品
600005.SH,20051231,线材产品
600005.SH,20051231,棒材产品
600005.SH,20051231,冷轧产品
600005.SH,20051231,其他
600005.SH,20051231,热轧产品
600005.SH,20051231,轧板产品
600005.SH,20051231,型材产品
600005.SH,20051231,硅钢产品
600005.SH,20050630,硅钢产品
600005.SH,20050630,冷轧产品
600005.SH,20050630,热轧产品
600005.SH,20041231,线材产品
600005.SH,20041231,冷轧产品
600005.SH,20041231,其他
600005.SH,20041231,热轧产品
600005.SH,20041231,型材产品
600005.SH,20041231,棒材产品
600005.SH,20041231,轧板产品
600005.SH,20041231,硅钢产品
600005.SH,20040630,热轧产品
600005.SH,20040630,硅钢产品
600005.SH,20040630,轧板产品
600005.SH,20040630,冷轧产品
600005.SH,20031231,冷轧产品
600005.SH,20031231,硅钢产品
600005.SH,20030630,硅钢产品
600005.SH,20030630,冷轧产品
600005.SH,20021231,硅钢产品
600005.SH,20021231,冷轧产品
600005.SH,20011231,冷轧产品
600005.SH,20011231,硅钢产品
600005.SH,20001231,硅钢产品
600005.SH,20001231,冷轧产品
600006.SH,20211231,新能源车
600006.SH,20211231,轻型商用车
600006.SH,20211231,其他业务
600006.SH,20211231,客车及底盘
600006.SH,20211231,零部件
600006.SH,20211231,其他主营业务
600006.SH,20211231,发动机
600006.SH,20201231,零部件
600006.SH,20201231,其他业务
600006.SH,20201231,发动机
600006.SH,20201231,其他主营业务
600006.SH,20201231,新能源车
600006.SH,20201231,轻型商用车
600006.SH,20201231,客车及底盘
600006.SH,20200630,其他业务
600006.SH,20200630,汽车制造业
600006.SH,20191231,客车及底盘
600006.SH,20191231,发动机
600006.SH,20191231,发动机
600006.SH,20191231,新能源车
600006.SH,20191231,其他主营业务
600006.SH,20191231,其他业务
600006.SH,20191231,发动机
600006.SH,20191231,轻型商用车
600006.SH,20191231,零部件
600006.SH,20181231,发动机
600006.SH,20181231,轻型商用车
600006.SH,20181231,新能源车
600006.SH,20181231,发动机
600006.SH,20181231,客车及底盘
600006.SH,20181231,发动机
600006.SH,20181231,零部件
600006.SH,20181231,其他主营业务
600006.SH,20181231,其他业务
600006.SH,20171231,发动机
600006.SH,20171231,皮卡
600006.SH,20171231,SUV与皮卡
600006.SH,20171231,其他主营业务
600006.SH,20171231,其他业务
600006.SH,20171231,客车及底盘
600006.SH,20171231,轻型车
600006.SH,20171231,SUV
600006.SH,20161231,SUV与皮卡
600006.SH,20161231,轻型车
600006.SH,20161231,SUV
600006.SH,20161231,皮卡
600006.SH,20161231,发动机
600006.SH,20161231,客车及底盘
600006.SH,20161231,其他主营业务
600006.SH,20161231,其他业务
600006.SH,20160630,SUV
600006.SH,20160630,轻型车
600006.SH,20160630,SUV与皮卡
600006.SH,20160630,皮卡
600006.SH,20160630,发动机
600006.SH,20160630,其他
600006.SH,20160630,其他业务
600006.SH,20160630,客车及底盘
600006.SH,20151231,SUV
600006.SH,20151231,发动机
600006.SH,20151231,客车及底盘
600006.SH,20151231,SUV与皮卡
600006.SH,20151231,皮卡
600006.SH,20151231,其他业务
600006.SH,20151231,轻型车
600006.SH,20151231,其他
600006.SH,20150630,其他
600006.SH,20150630,SUV与皮卡
600006.SH,20150630,客车及底盘
600006.SH,20150630,SUV
600006.SH,20150630,轻型车
600006.SH,20150630,其他业务
600006.SH,20150630,皮卡
600006.SH,20141231,轻型车
600006.SH,20141231,发动机
600006.SH,20141231,SUV
600006.SH,20141231,其他
600006.SH,20141231,SUV与皮卡
600006.SH,20141231,其他业务
600006.SH,20141231,客车及底盘
600006.SH,20141231,皮卡
600006.SH,20140630,轻型车
600006.SH,20140630,SUV
600006.SH,20140630,客车及底盘
600006.SH,20140630,SUV与皮卡
600006.SH,20140630,其他
600006.SH,20140630,皮卡
600006.SH,20140630,其他业务
600006.SH,20131231,SUV与皮卡
600006.SH,20131231,轻型车
600006.SH,20131231,发动机
600006.SH,20131231,客车及底盘
600006.SH,20131231,其他业务
600006.SH,20131231,皮卡
600006.SH,20131231,SUV
600006.SH,20131231,其他
600006.SH,20130630,SUV与皮卡
600006.SH,20130630,SUV
600006.SH,20130630,其他
600006.SH,20130630,轻型车
600006.SH,20130630,皮卡
600006.SH,20130630,其他业务
600006.SH,20130630,客车及底盘
600006.SH,20121231,SUV
600006.SH,20121231,SUV与皮卡
600006.SH,20121231,其他
600006.SH,20121231,轻型车
600006.SH,20121231,客车及底盘
600006.SH,20121231,其他业务
600006.SH,20121231,皮卡
600006.SH,20121231,发动机
600006.SH,20120630,SUV
600006.SH,20120630,客车及底盘
600006.SH,20120630,皮卡
600006.SH,20120630,轻型车
600006.SH,20120630,SUV与皮卡
600006.SH,20120630,其他业务
600006.SH,20120630,其他
600006.SH,20111231,轻型车
600006.SH,20111231,SUV
600006.SH,20111231,皮卡
600006.SH,20111231,SUV与皮卡
600006.SH,20111231,其他业务
600006.SH,20111231,客车及底盘
600006.SH,20111231,其他
600006.SH,20110630,客车及底盘
600006.SH,20110630,轻型车
600006.SH,20110630,SUV与皮卡
600006.SH,20110630,其他业务
600006.SH,20110630,其他
600006.SH,20101231,其他
600006.SH,20101231,皮卡
600006.SH,20101231,SUV与皮卡
600006.SH,20101231,SUV
600006.SH,20101231,发动机
600006.SH,20101231,轻型车
600006.SH,20101231,其他业务
600006.SH,20101231,客车及底盘
600006.SH,20100630,其他
600006.SH,20100630,轻型车
600006.SH,20100630,SUV与皮卡
600006.SH,20100630,其他业务
600006.SH,20100630,客车及底盘
600006.SH,20091231,轻型车
600006.SH,20091231,客车及底盘
600006.SH,20091231,SUV
600006.SH,20091231,其他业务
600006.SH,20091231,皮卡
600006.SH,20091231,其他
600006.SH,20091231,SUV与皮卡
600007.SH,20220630,写字楼
600007.SH,20220630,公寓
600007.SH,20220630,其他主营业务
600007.SH,20220630,商场
600007.SH,20220630,酒店经营
600007.SH,20211231,写字楼
600007.SH,20211231,商场
600007.SH,20211231,酒店经营
600007.SH,20211231,公寓
600007.SH,20211231,其他主营业务
600007.SH,20210630,酒店经营
600007.SH,20210630,商场
600007.SH,20210630,其他主营业务
600007.SH,20210630,写字楼
600007.SH,20210630,公寓
600007.SH,20201231,公寓
600007.SH,20201231,其他主营业务
600007.SH,20201231,写字楼
600007.SH,20201231,酒店经营
600007.SH,20201231,酒店
600007.SH,20201231,酒店经营
600007.SH,20201231,酒店经营
600007.SH,20201231,商场
600007.SH,20200630,写字楼
600007.SH,20200630,酒店经营
600007.SH,20200630,商场
600007.SH,20200630,其他主营业务
600007.SH,20191231,商场
600007.SH,20191231,写字楼
600007.SH,20191231,酒店经营
600007.SH,20191231,其他主营业务
600007.SH,20190630,商场
600007.SH,20190630,其他主营业务
600007.SH,20190630,酒店经营
600007.SH,20190630,写字楼
600007.SH,20181231,其他主营业务
600007.SH,20181231,酒店经营
600007.SH,20181231,写字楼
600007.SH,20181231,商场
600007.SH,20181231,公寓
600007.SH,20180630,写字楼
600007.SH,20180630,商场
600007.SH,20180630,公寓
600007.SH,20180630,酒店
600007.SH,20180630,其他主营业务
600007.SH,20180630,酒店经营
600007.SH,20171231,其他主营业务
600007.SH,20171231,酒店经营
600007.SH,20171231,公寓
600007.SH,20171231,商场
600007.SH,20171231,写字楼
600007.SH,20171231,物业租赁及管理
600007.SH,20170630,公寓
600007.SH,20170630,商场
600007.SH,20170630,酒店经营
600007.SH,20170630,其他主营业务
600007.SH,20170630,物业租赁及管理
600007.SH,20170630,写字楼
600007.SH,20161231,物业租赁及管理
600007.SH,20161231,酒店经营
600007.SH,20161231,其他主营业务
600007.SH,20161231,公寓
600007.SH,20161231,商场
600007.SH,20161231,写字楼
600007.SH,20160630,公寓
600007.SH,20160630,物业租赁及管理
600007.SH,20160630,酒店经营
600007.SH,20160630,商场
600007.SH,20160630,写字楼
600007.SH,20160630,其他
600007.SH,20151231,商场
600007.SH,20151231,写字楼
600007.SH,20151231,公寓
600007.SH,20151231,其他
600007.SH,20151231,物业租赁及管理
600007.SH,20151231,酒店经营
600007.SH,20150630,写字楼
600007.SH,20150630,酒店经营
600007.SH,20150630,物业租赁及管理
600007.SH,20150630,商场
600007.SH,20150630,公寓
600007.SH,20150630,其他
600007.SH,20141231,写字楼
600007.SH,20141231,其他
600007.SH,20141231,物业租赁及管理
600007.SH,20141231,商场
600007.SH,20141231,酒店经营
600007.SH,20141231,公寓
600007.SH,20140630,其他
600007.SH,20140630,物业租赁及管理
600007.SH,20140630,展览
600007.SH,20140630,写字楼
600007.SH,20140630,公寓
600007.SH,20140630,商场
600007.SH,20140630,酒店经营
600007.SH,20131231,公寓
600007.SH,20131231,写字楼
600007.SH,20131231,其他
600007.SH,20131231,商场
600007.SH,20131231,物业租赁及管理
600007.SH,20131231,酒店经营
600007.SH,20130630,展览
600007.SH,20130630,商场
600007.SH,20130630,写字楼
600007.SH,20130630,公寓
600007.SH,20130630,物业租赁及管理
600007.SH,20130630,酒店经营
600007.SH,20130630,其他
600007.SH,20121231,其他
600007.SH,20121231,商场
600007.SH,20121231,酒店经营
600007.SH,20121231,写字楼
